ad_id,fb_ad_id,ad_name,ad_type,adset_id,fb_adset_id,adset_name,campaign_id,campaign_name,fb_campaign_id,adaccount_id,adaccount_name,fb_adaccount_id,timezone,brand_id,brand_name,view_attribution_window,swipe_up_attribution_window
2342534,"23844641243950699
",New ad,NULL,123919,"23844641243920699
",New ad set,379440,New campaign," 
23844641243900699",10,vidtech_test_account,445294106254517,Asia/Dubai,295,DEMO,1_DAY,28_DAY
